"Nazwa kampanii",Dzień,"Kliknięcia linku",Zasięg,Wyświetlenia,"Typ wyniku",Wyniki,Koszt/wynik,"Wydana kwota (PLN)","Początek okresu raportowania","Koniec okresu raportowania"
"[FB] ASM - OSWN",2025-03-06,22,3660,5925,"Wyświetlenia strony docelowej",17,2,34,2025-03-06,2025-03-06
"[FB] ASM Pagelike",2025-03-06,2,1212,1443,"Obserwatorzy lub polubienia na Facebooku",7,1.78714286,12.51,2025-03-06,2025-03-06
"[FB] Kombajny - popokazowy - formularz - YU",2025-03-06,,430,546,,,,10.38,2025-03-06,2025-03-06
"[FB] Kverneland",2025-03-06,2,660,928,,,,33.15,2025-03-06,2025-03-06
"[FB] Serwis - połączenia",2025-03-06,21,3428,4773,,,,28.19,2025-03-06,2025-03-06
"[FB] Serwis - ruch www",2025-03-06,5,1813,2489,"Wyświetlenia strony docelowej",3,3.27333333,9.82,2025-03-06,2025-03-06
"[FB]  ASM - Kramer",2025-03-06,25,5664,7112,,,,124.12,2025-03-06,2025-03-06
"[FB] Ciągniki 7R - ruch www",2025-03-06,10,1442,2419,"Wyświetlenia zawartości witryny",3,6.4,19.2,2025-03-06,2025-03-06
"[FB] Ciągniki Seria 6M - formularz",2025-03-06,18,1648,3159,,,,84.81,2025-03-06,2025-03-06
"[FB] ASM Vaderstad finansowanie",2025-03-06,6,826,1375,,,,39.93,2025-03-06,2025-03-06
"[FB] ASM Maszyny komunalne",2025-03-06,2,1349,1910,,,,56.32,2025-03-06,2025-03-06
"[FB] ASM - Ciągniki 7R - formularz",2025-03-06,1,1418,2237,,,,51.84,2025-03-06,2025-03-06
"[FB] ASM Kampania Serwis Oddziały",2025-03-06,36,16157,18188,Zasięg,16157,2.74060779,44.28,2025-03-06,2025-03-06
"[FB] ASM SaMASZ",2025-03-06,3,656,883,,,,35.41,2025-03-06,2025-03-06
"[FB] Remarketing",2025-03-06,15,2316,3628,"Szacunkowa liczba kliknięć potwierdzających połączenie",3,8.17666667,24.53,2025-03-06,2025-03-06
"[FB] ASM - Ciągniki – 6R 250 - formularz",2025-03-06,3,2831,3752,,,,72.85,2025-03-06,2025-03-06
"[FB] Rolnictwo precyzyjne",2025-03-06,10,1442,2437,,,,42.2,2025-03-06,2025-03-06
"[FB] Kramer - ruch www",2025-03-06,18,2921,3431,"Wyświetlenia strony docelowej",16,0.939375,15.03,2025-03-06,2025-03-06
"[FB] Ciągniki 8RX - formularz",2025-03-06,7,1396,2248,,,,70.16,2025-03-06,2025-03-06
"[FB] Ciągniki Seria 6M - ruch www",2025-03-06,33,1917,2347,"Wyświetlenia strony docelowej",11,1.73090909,19.04,2025-03-06,2025-03-06
